Rate	100.00
Rate Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.274907	
1000	0.254000	0.014509	1000	0.254000	0.254000	0.274887	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.274876	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.274889	
1000	0.274000	0.014509	1000	0.274000	0.274000	0.274888	
1000	0.274000	0.014509	1000	0.274000	0.274000	0.274887	
1000	0.269000	0.014509	1000	0.269000	0.269000	0.274881	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.274884	
1000	0.276000	0.014509	1000	0.276000	0.276000	0.274885	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.274889	
1000	0.316000	0.014509	1000	0.316000	0.316000	0.274928	
1000	0.284000	0.014509	1000	0.284000	0.284000	0.274936	
1000	0.284000	0.014509	1000	0.284000	0.284000	0.274945	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.274938	
1000	0.276000	0.014509	1000	0.276000	0.276000	0.274939	
1000	0.274000	0.014509	1000	0.274000	0.274000	0.274938	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.274950	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.274964	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.274962	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.274983	
1000	0.265000	0.014509	1000	0.265000	0.265000	0.274974	
1000	0.289000	0.014509	1000	0.289000	0.289000	0.274987	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.274979	
1000	0.284000	0.014509	1000	0.284000	0.284000	0.274988	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.274985	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275005	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275015	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275026	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275024	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275034	
1000	0.273000	0.014509	1000	0.273000	0.273000	0.275032	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275039	
1000	0.295000	0.014509	1000	0.295000	0.295000	0.275058	
1000	0.295000	0.014509	1000	0.295000	0.295000	0.275076	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275083	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275093	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275082	
1000	0.257000	0.014509	1000	0.257000	0.257000	0.275066	
1000	0.251000	0.014509	1000	0.251000	0.251000	0.275044	
1000	0.295000	0.014509	1000	0.295000	0.295000	0.275062	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275074	
1000	0.289000	0.014509	1000	0.289000	0.289000	0.275086	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275082	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275079	
1000	0.307000	0.014509	1000	0.307000	0.307000	0.275108	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275097	
1000	0.262000	0.014509	1000	0.262000	0.262000	0.275085	
1000	0.303000	0.014509	1000	0.303000	0.303000	0.275110	
1000	0.301000	0.014509	1000	0.301000	0.301000	0.275134	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275139	
1000	0.264000	0.014509	1000	0.264000	0.264000	0.275129	
1000	0.265000	0.014509	1000	0.265000	0.265000	0.275120	
1000	0.310000	0.014509	1000	0.310000	0.310000	0.275151	
1000	0.303000	0.014509	1000	0.303000	0.303000	0.275176	
1000	0.287000	0.014509	1000	0.287000	0.287000	0.275187	
1000	0.276000	0.014509	1000	0.276000	0.276000	0.275188	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275192	
1000	0.277000	0.014509	1000	0.277000	0.277000	0.275193	
1000	0.255000	0.014509	1000	0.255000	0.255000	0.275175	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275175	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275180	
1000	0.254000	0.014509	1000	0.254000	0.254000	0.275161	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275157	
1000	0.266000	0.014509	1000	0.266000	0.266000	0.275149	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275171	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275166	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275159	
1000	0.276000	0.014509	1000	0.276000	0.276000	0.275160	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275156	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.275176	
1000	0.261000	0.014509	1000	0.261000	0.261000	0.275164	
1000	0.262000	0.014509	1000	0.262000	0.262000	0.275152	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.275172	
1000	0.262000	0.014509	1000	0.262000	0.262000	0.275161	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275150	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275169	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275165	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275167	
1000	0.301000	0.014509	1000	0.301000	0.301000	0.275190	
1000	0.273000	0.014509	1000	0.273000	0.273000	0.275188	
1000	0.258000	0.014509	1000	0.258000	0.258000	0.275173	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275195	
1000	0.248000	0.014509	1000	0.248000	0.248000	0.275171	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275176	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275182	
1000	0.265000	0.014509	1000	0.265000	0.265000	0.275173	
1000	0.249000	0.014509	1000	0.249000	0.249000	0.275150	
1000	0.289000	0.014509	1000	0.289000	0.289000	0.275162	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275173	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275178	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275178	
1000	0.264000	0.014509	1000	0.264000	0.264000	0.275169	
1000	0.287000	0.014509	1000	0.287000	0.287000	0.275179	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.275173	
1000	0.295000	0.014509	1000	0.295000	0.295000	0.275190	
1000	0.302000	0.014509	1000	0.302000	0.302000	0.275213	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275226	
1000	0.301000	0.014509	1000	0.301000	0.301000	0.275248	
1000	0.292000	0.014509	1000	0.292000	0.292000	0.275263	
1000	0.293000	0.014509	1000	0.293000	0.293000	0.275278	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275287	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275291	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275284	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.275304	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275301	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275301	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275294	
1000	0.254000	0.014509	1000	0.254000	0.254000	0.275275	
1000	0.258000	0.014509	1000	0.258000	0.258000	0.275260	
1000	0.274000	0.014509	1000	0.274000	0.274000	0.275259	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275264	
1000	0.292000	0.014509	1000	0.292000	0.292000	0.275279	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275276	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275273	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275263	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.275256	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.275250	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275246	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275235	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275235	
1000	0.309000	0.014509	1000	0.309000	0.309000	0.275264	
1000	0.304000	0.014509	1000	0.304000	0.304000	0.275288	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275288	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275296	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275292	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275303	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275299	
1000	0.269000	0.014509	1000	0.269000	0.269000	0.275293	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275297	
1000	0.261000	0.014509	1000	0.261000	0.261000	0.275285	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275282	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275278	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275296	
1000	0.249000	0.014509	1000	0.249000	0.249000	0.275274	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275264	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275260	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275278	
1000	0.259000	0.014509	1000	0.259000	0.259000	0.275264	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275277	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275297	
1000	0.273000	0.014509	1000	0.273000	0.273000	0.275295	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275313	
1000	0.295000	0.014509	1000	0.295000	0.295000	0.275330	
1000	0.276000	0.014509	1000	0.276000	0.276000	0.275330	
1000	0.260000	0.014509	1000	0.260000	0.260000	0.275318	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.275311	
1000	0.299000	0.014509	1000	0.299000	0.299000	0.275331	
1000	0.296000	0.014509	1000	0.296000	0.296000	0.275348	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.275367	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275372	
1000	0.301000	0.014509	1000	0.301000	0.301000	0.275393	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275389	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275396	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275394	
1000	0.266000	0.014509	1000	0.266000	0.266000	0.275386	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275388	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275391	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275391	
1000	0.299000	0.014509	1000	0.299000	0.299000	0.275410	
1000	0.303000	0.014509	1000	0.303000	0.303000	0.275433	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275437	
1000	0.266000	0.014509	1000	0.266000	0.266000	0.275430	
1000	0.260000	0.014509	1000	0.260000	0.260000	0.275417	
1000	0.265000	0.014509	1000	0.265000	0.265000	0.275408	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275404	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275410	
1000	0.260000	0.014509	1000	0.260000	0.260000	0.275398	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275404	
1000	0.293000	0.014509	1000	0.293000	0.293000	0.275418	
1000	0.277000	0.014509	1000	0.277000	0.277000	0.275419	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275422	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275433	
1000	0.296000	0.014509	1000	0.296000	0.296000	0.275449	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275455	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275458	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275466	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.275484	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275504	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275508	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275518	
1000	0.262000	0.014509	1000	0.262000	0.262000	0.275507	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275511	
1000	0.274000	0.014509	1000	0.274000	0.274000	0.275510	
1000	0.240000	0.014509	1000	0.240000	0.240000	0.275482	
1000	0.269000	0.014509	1000	0.269000	0.269000	0.275476	
1000	0.274000	0.014509	1000	0.274000	0.274000	0.275475	
1000	0.284000	0.014509	1000	0.284000	0.284000	0.275482	
1000	0.239000	0.014509	1000	0.239000	0.239000	0.275453	
1000	0.277000	0.014509	1000	0.277000	0.277000	0.275454	
1000	0.250000	0.014509	1000	0.250000	0.250000	0.275434	
1000	0.253000	0.014509	1000	0.253000	0.253000	0.275416	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275418	
1000	0.247000	0.014509	1000	0.247000	0.247000	0.275395	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275399	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275403	
1000	0.245000	0.014509	1000	0.245000	0.245000	0.275379	
1000	0.261000	0.014509	1000	0.261000	0.261000	0.275367	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275373	
1000	0.249000	0.014509	1000	0.249000	0.249000	0.275352	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275360	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275357	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.275352	
1000	0.252000	0.014509	1000	0.252000	0.252000	0.275333	
1000	0.253000	0.014509	1000	0.253000	0.253000	0.275315	
1000	0.291000	0.014509	1000	0.291000	0.291000	0.275328	
1000	0.295000	0.014509	1000	0.295000	0.295000	0.275343	
1000	0.289000	0.014509	1000	0.289000	0.289000	0.275354	
1000	0.294000	0.014509	1000	0.294000	0.294000	0.275369	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275381	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275389	
1000	0.246000	0.014509	1000	0.246000	0.246000	0.275366	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275369	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275376	
1000	0.292000	0.014509	1000	0.292000	0.292000	0.275389	
1000	0.246000	0.014509	1000	0.246000	0.246000	0.275366	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275371	
1000	0.266000	0.014509	1000	0.266000	0.266000	0.275363	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275372	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275381	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275387	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275398	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.275416	
1000	0.287000	0.014509	1000	0.287000	0.287000	0.275425	
1000	0.258000	0.014509	1000	0.258000	0.258000	0.275411	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275416	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275424	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275420	
1000	0.296000	0.014509	1000	0.296000	0.296000	0.275436	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275427	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275438	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275446	
1000	0.313000	0.014509	1000	0.313000	0.313000	0.275475	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275478	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275475	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275480	
1000	0.295000	0.014509	1000	0.295000	0.295000	0.275496	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275512	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275506	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275510	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275514	
1000	0.293000	0.014509	1000	0.293000	0.293000	0.275528	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275531	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275524	
1000	0.287000	0.014509	1000	0.287000	0.287000	0.275533	
1000	0.310000	0.014509	1000	0.310000	0.310000	0.275560	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275568	
1000	0.289000	0.014509	1000	0.289000	0.289000	0.275578	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275585	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275581	
1000	0.269000	0.014509	1000	0.269000	0.269000	0.275576	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275575	
1000	0.289000	0.014509	1000	0.289000	0.289000	0.275586	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275590	
1000	0.293000	0.014509	1000	0.293000	0.293000	0.275603	
1000	0.273000	0.014509	1000	0.273000	0.273000	0.275601	
1000	0.259000	0.014509	1000	0.259000	0.259000	0.275589	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275582	
1000	0.286000	0.014509	1000	0.286000	0.286000	0.275590	
1000	0.269000	0.014509	1000	0.269000	0.269000	0.275585	
1000	0.277000	0.014509	1000	0.277000	0.277000	0.275586	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275589	
1000	0.259000	0.014509	1000	0.259000	0.259000	0.275576	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275579	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275572	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275572	
1000	0.257000	0.014509	1000	0.257000	0.257000	0.275558	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275574	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275576	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275583	
1000	0.261000	0.014509	1000	0.261000	0.261000	0.275572	
1000	0.260000	0.014509	1000	0.260000	0.260000	0.275560	
1000	0.239000	0.014509	1000	0.239000	0.239000	0.275533	
1000	0.254000	0.014509	1000	0.254000	0.254000	0.275516	
1000	0.264000	0.014509	1000	0.264000	0.264000	0.275508	
1000	0.260000	0.014509	1000	0.260000	0.260000	0.275496	
1000	0.293000	0.014509	1000	0.293000	0.293000	0.275509	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275528	
1000	0.304000	0.014509	1000	0.304000	0.304000	0.275549	
1000	0.296000	0.014509	1000	0.296000	0.296000	0.275564	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275567	
1000	0.276000	0.014509	1000	0.276000	0.276000	0.275567	
1000	0.280000	0.014509	1000	0.280000	0.280000	0.275570	
1000	0.276000	0.014509	1000	0.276000	0.276000	0.275571	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275587	
1000	0.292000	0.014509	1000	0.292000	0.292000	0.275599	
1000	0.301000	0.014509	1000	0.301000	0.301000	0.275618	
1000	0.305000	0.014509	1000	0.305000	0.305000	0.275640	
1000	0.260000	0.014509	1000	0.260000	0.260000	0.275628	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275633	
1000	0.273000	0.014509	1000	0.273000	0.273000	0.275631	
1000	0.277000	0.014509	1000	0.277000	0.277000	0.275632	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275628	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275624	
1000	0.305000	0.014509	1000	0.305000	0.305000	0.275646	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275662	
1000	0.279000	0.014509	1000	0.279000	0.279000	0.275664	
1000	0.292000	0.014509	1000	0.292000	0.292000	0.275676	
1000	0.306000	0.014509	1000	0.306000	0.306000	0.275699	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275696	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275700	
1000	0.298000	0.014509	1000	0.298000	0.298000	0.275716	
1000	0.284000	0.014509	1000	0.284000	0.284000	0.275722	
1000	0.274000	0.014509	1000	0.274000	0.274000	0.275721	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275712	
1000	0.259000	0.014509	1000	0.259000	0.259000	0.275700	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275705	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.275699	
1000	0.285000	0.014509	1000	0.285000	0.285000	0.275706	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275715	
1000	0.288000	0.014509	1000	0.288000	0.288000	0.275724	
1000	0.258000	0.014509	1000	0.258000	0.258000	0.275711	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275721	
1000	0.292000	0.014509	1000	0.292000	0.292000	0.275733	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275738	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275735	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275753	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275771	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275767	
1000	0.265000	0.014509	1000	0.265000	0.265000	0.275759	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275761	
1000	0.269000	0.014509	1000	0.269000	0.269000	0.275756	
1000	0.296000	0.014509	1000	0.296000	0.296000	0.275771	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275781	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275791	
1000	0.270000	0.014509	1000	0.270000	0.270000	0.275787	
1000	0.306000	0.014509	1000	0.306000	0.306000	0.275809	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275810	
1000	0.269000	0.014509	1000	0.269000	0.269000	0.275806	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275799	
1000	0.260000	0.014509	1000	0.260000	0.260000	0.275788	
1000	0.303000	0.014509	1000	0.303000	0.303000	0.275807	
1000	0.308000	0.014509	1000	0.308000	0.308000	0.275831	
1000	0.251000	0.014509	1000	0.251000	0.251000	0.275813	
1000	0.261000	0.014509	1000	0.261000	0.261000	0.275802	
1000	0.281000	0.014509	1000	0.281000	0.281000	0.275806	
1000	0.262000	0.014509	1000	0.262000	0.262000	0.275796	
1000	0.268000	0.014509	1000	0.268000	0.268000	0.275790	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275792	
1000	0.297000	0.014509	1000	0.297000	0.297000	0.275807	
1000	0.272000	0.014509	1000	0.272000	0.272000	0.275804	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275806	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275803	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275813	
1000	0.291000	0.014509	1000	0.291000	0.291000	0.275824	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275829	
1000	0.300000	0.014509	1000	0.300000	0.300000	0.275846	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275856	
1000	0.287000	0.014509	1000	0.287000	0.287000	0.275864	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275863	
1000	0.283000	0.014509	1000	0.283000	0.283000	0.275868	
1000	0.238000	0.014509	1000	0.238000	0.238000	0.275841	
1000	0.238000	0.014509	1000	0.238000	0.238000	0.275815	
1000	0.292000	0.014509	1000	0.292000	0.292000	0.275826	
1000	0.291000	0.014509	1000	0.291000	0.291000	0.275837	
1000	0.257000	0.014509	1000	0.257000	0.257000	0.275823	
1000	0.291000	0.014509	1000	0.291000	0.291000	0.275834	
1000	0.248000	0.014509	1000	0.248000	0.248000	0.275815	
1000	0.264000	0.014509	1000	0.264000	0.264000	0.275806	
1000	0.271000	0.014509	1000	0.271000	0.271000	0.275803	
1000	0.259000	0.014509	1000	0.259000	0.259000	0.275791	
1000	0.284000	0.014509	1000	0.284000	0.284000	0.275797	
1000	0.263000	0.014509	1000	0.263000	0.263000	0.275788	
1000	0.246000	0.014509	1000	0.246000	0.246000	0.275767	
1000	0.278000	0.014509	1000	0.278000	0.278000	0.275768	
1000	0.311000	0.014509	1000	0.311000	0.311000	0.275793	
1000	0.282000	0.014509	1000	0.282000	0.282000	0.275797	
1000	0.267000	0.014509	1000	0.267000	0.267000	0.275791	
1000	0.273000	0.014509	1000	0.273000	0.273000	0.275789	
1000	0.275000	0.014509	1000	0.275000	0.275000	0.275789	
1000	0.316000	0.014509	1000	0.316000	0.316000	0.275817	
1000	0.240000	0.014509	1000	0.240000	0.240000	0.275792	
1000	0.273000	0.014509	1000	0.273000	0.273000	0.275790	
1000	0.289000	0.014509	1000	0.289000	0.289000	0.275799	
1000	0.290000	0.014509	1000	0.290000	0.290000	0.275809	
