Rate	100.00
Rate Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Alpha Trait 2 - Dev	Alpha Trait 2 - Tried	Alpha Trait 2 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.283000	0.124969	506	0.272727	0.000023	494	0.293522	0.283000	0.210344	
1000	0.283000	0.124969	511	0.236791	0.000023	489	0.331288	0.283000	0.211300	
1000	0.289000	0.124969	475	0.267368	0.000023	525	0.308571	0.289000	0.212309	
1000	0.293000	0.124969	513	0.276803	0.000023	487	0.310062	0.293000	0.213343	
1000	0.305000	0.124969	452	0.269912	0.000023	548	0.333942	0.305000	0.214504	
1000	0.276000	0.124969	513	0.245614	0.000023	487	0.308008	0.276000	0.215272	
1000	0.289000	0.124969	523	0.229446	0.000023	477	0.354298	0.289000	0.216183	
1000	0.286000	0.124969	492	0.233740	0.000023	508	0.336614	0.286000	0.217034	
1000	0.265000	0.124969	527	0.242884	0.000023	473	0.289641	0.265000	0.217612	
1000	0.296000	0.124969	522	0.289272	0.000023	478	0.303347	0.296000	0.218545	
1000	0.271000	0.124969	526	0.266160	0.000023	474	0.276371	0.271000	0.219162	
1000	0.284000	0.124969	494	0.244939	0.000023	506	0.322134	0.284000	0.219916	
1000	0.297000	0.124969	514	0.262646	0.000023	486	0.333333	0.297000	0.220802	
1000	0.276000	0.124969	535	0.246729	0.000023	465	0.309677	0.276000	0.221429	
1000	0.264000	0.124969	504	0.244048	0.000023	496	0.284274	0.264000	0.221908	
1000	0.278000	0.124969	489	0.257669	0.000023	511	0.297456	0.278000	0.222531	
1000	0.299000	0.124969	489	0.298569	0.000023	511	0.299413	0.299000	0.223371	
1000	0.293000	0.124969	468	0.258547	0.000023	532	0.323308	0.293000	0.224128	
1000	0.312000	0.124969	498	0.297189	0.000023	502	0.326693	0.312000	0.225073	
1000	0.301000	0.124969	499	0.282565	0.000023	501	0.319361	0.301000	0.225881	
1000	0.290000	0.124969	511	0.252446	0.000023	489	0.329243	0.290000	0.226556	
1000	0.292000	0.124969	481	0.266112	0.000023	519	0.315992	0.292000	0.227237	
1000	0.273000	0.124969	495	0.256566	0.000023	505	0.289109	0.273000	0.227709	
1000	0.269000	0.124969	510	0.209804	0.000023	490	0.330612	0.269000	0.228130	
1000	0.280000	0.124969	487	0.262834	0.000023	513	0.296296	0.280000	0.228654	
1000	0.247000	0.124969	518	0.208494	0.000023	482	0.288382	0.247000	0.228838	
1000	0.289000	0.124969	538	0.265799	0.000023	462	0.316017	0.289000	0.229433	
1000	0.294000	0.124969	507	0.258383	0.000023	493	0.330629	0.294000	0.230066	
1000	0.314000	0.124969	525	0.278095	0.000023	475	0.353684	0.314000	0.230881	
1000	0.301000	0.124969	492	0.245935	0.000023	508	0.354331	0.301000	0.231555	
1000	0.318000	0.124969	495	0.309091	0.000023	505	0.326733	0.318000	0.232379	
1000	0.330000	0.124969	527	0.292220	0.000023	473	0.372093	0.330000	0.233300	
1000	0.248000	0.124969	521	0.238004	0.000023	479	0.258873	0.248000	0.233437	
1000	0.304000	0.124969	508	0.283465	0.000023	492	0.325203	0.304000	0.234090	
1000	0.261000	0.124969	477	0.230608	0.000023	523	0.288719	0.261000	0.234337	
1000	0.293000	0.124969	500	0.256000	0.000023	500	0.330000	0.293000	0.234871	
1000	0.299000	0.124969	491	0.256619	0.000023	509	0.339882	0.299000	0.235448	
1000	0.282000	0.124969	498	0.246988	0.000023	502	0.316733	0.282000	0.235864	
1000	0.294000	0.124969	500	0.280000	0.000023	500	0.308000	0.294000	0.236378	
1000	0.277000	0.124969	489	0.247444	0.000023	511	0.305284	0.277000	0.236735	
1000	0.300000	0.124969	498	0.255020	0.000023	502	0.344622	0.300000	0.237285	
1000	0.285000	0.124969	528	0.270833	0.000023	472	0.300847	0.285000	0.237696	
1000	0.289000	0.124969	509	0.255403	0.000023	491	0.323829	0.289000	0.238135	
1000	0.289000	0.124969	515	0.248544	0.000023	485	0.331959	0.289000	0.238566	
1000	0.287000	0.124969	505	0.257426	0.000023	495	0.317172	0.287000	0.238973	
1000	0.293000	0.124969	488	0.247951	0.000023	512	0.335938	0.293000	0.239423	
1000	0.301000	0.124969	489	0.247444	0.000023	511	0.352250	0.301000	0.239932	
1000	0.276000	0.124969	488	0.245902	0.000023	512	0.304688	0.276000	0.240228	
1000	0.291000	0.124969	534	0.284644	0.000023	466	0.298283	0.291000	0.240640	
1000	0.305000	0.124969	491	0.279022	0.000023	509	0.330059	0.305000	0.241159	
1000	0.306000	0.124969	513	0.307992	0.000023	487	0.303901	0.306000	0.241678	
1000	0.299000	0.124969	499	0.298597	0.000023	501	0.299401	0.299000	0.242133	
1000	0.301000	0.124969	515	0.277670	0.000023	485	0.325773	0.301000	0.242597	
1000	0.304000	0.124969	519	0.265896	0.000023	481	0.345114	0.304000	0.243076	
1000	0.272000	0.124969	487	0.254620	0.000023	513	0.288499	0.272000	0.243300	
1000	0.273000	0.124969	494	0.253036	0.000023	506	0.292490	0.273000	0.243529	
1000	0.277000	0.124969	495	0.246465	0.000023	505	0.306931	0.277000	0.243784	
1000	0.290000	0.124969	485	0.263918	0.000023	515	0.314563	0.290000	0.244135	
1000	0.288000	0.124969	494	0.257085	0.000023	506	0.318182	0.288000	0.244464	
1000	0.319000	0.124969	521	0.301344	0.000023	479	0.338205	0.319000	0.245021	
1000	0.279000	0.124969	510	0.221569	0.000023	490	0.338776	0.279000	0.245272	
1000	0.291000	0.124969	505	0.267327	0.000023	495	0.315152	0.291000	0.245608	
1000	0.309000	0.124969	478	0.255230	0.000023	522	0.358238	0.309000	0.246071	
1000	0.307000	0.124969	489	0.253579	0.000023	511	0.358121	0.307000	0.246513	
1000	0.300000	0.124969	508	0.295276	0.000023	492	0.304878	0.300000	0.246898	
1000	0.274000	0.124969	485	0.257732	0.000023	515	0.289320	0.274000	0.247091	
1000	0.290000	0.124969	497	0.271630	0.000023	503	0.308151	0.290000	0.247395	
1000	0.304000	0.124969	485	0.286598	0.000023	515	0.320388	0.304000	0.247794	
1000	0.300000	0.124969	491	0.248473	0.000023	509	0.349705	0.300000	0.248159	
1000	0.310000	0.124969	497	0.281690	0.000023	503	0.337972	0.310000	0.248589	
1000	0.303000	0.124969	479	0.283925	0.000023	521	0.320537	0.303000	0.248964	
1000	0.304000	0.124969	469	0.268657	0.000023	531	0.335217	0.304000	0.249341	
1000	0.291000	0.124969	509	0.280943	0.000023	491	0.301426	0.291000	0.249624	
1000	0.287000	0.124969	493	0.275862	0.000023	507	0.297830	0.287000	0.249877	
1000	0.327000	0.124969	457	0.299781	0.000023	543	0.349908	0.327000	0.250394	
1000	0.270000	0.124969	497	0.235412	0.000023	503	0.304175	0.270000	0.250525	
1000	0.312000	0.124969	509	0.263261	0.000023	491	0.362525	0.312000	0.250932	
1000	0.316000	0.124969	487	0.283368	0.000023	513	0.346979	0.316000	0.251360	
1000	0.292000	0.124969	513	0.267057	0.000023	487	0.318275	0.292000	0.251626	
1000	0.315000	0.124969	461	0.288503	0.000023	539	0.337662	0.315000	0.252037	
1000	0.302000	0.124969	511	0.281800	0.000023	489	0.323108	0.302000	0.252360	
1000	0.274000	0.124969	486	0.255144	0.000023	514	0.291829	0.274000	0.252498	
1000	0.280000	0.124969	552	0.268116	0.000023	448	0.294643	0.280000	0.252674	
1000	0.302000	0.124969	511	0.256360	0.000023	489	0.349693	0.302000	0.252986	
1000	0.296000	0.124969	499	0.266533	0.000023	501	0.325349	0.296000	0.253256	
1000	0.321000	0.124969	516	0.288760	0.000023	484	0.355372	0.321000	0.253680	
1000	0.309000	0.124969	490	0.279592	0.000023	510	0.337255	0.309000	0.254023	
1000	0.292000	0.124969	509	0.245580	0.000023	491	0.340122	0.292000	0.254258	
1000	0.286000	0.124969	476	0.256303	0.000023	524	0.312977	0.286000	0.254452	
1000	0.277000	0.124969	539	0.243043	0.000023	461	0.316703	0.277000	0.254590	
1000	0.279000	0.124969	522	0.260536	0.000023	478	0.299163	0.279000	0.254738	
1000	0.303000	0.124969	475	0.275789	0.000023	525	0.327619	0.303000	0.255029	
1000	0.260000	0.124969	516	0.271318	0.000023	484	0.247934	0.260000	0.255058	
1000	0.303000	0.124969	496	0.274194	0.000023	504	0.331349	0.303000	0.255344	
1000	0.296000	0.124969	506	0.280632	0.000023	494	0.311741	0.296000	0.255584	
1000	0.281000	0.124969	499	0.246493	0.000023	501	0.315369	0.281000	0.255734	
1000	0.251000	0.124969	504	0.232143	0.000023	496	0.270161	0.251000	0.255706	
1000	0.291000	0.124969	494	0.261134	0.000023	506	0.320158	0.291000	0.255911	
1000	0.316000	0.124969	479	0.302714	0.000023	521	0.328215	0.316000	0.256259	
1000	0.288000	0.124969	504	0.259921	0.000023	496	0.316532	0.288000	0.256441	
1000	0.310000	0.124969	511	0.275930	0.000023	489	0.345603	0.310000	0.256747	
1000	0.257000	0.124969	545	0.211009	0.000023	455	0.312088	0.257000	0.256749	
1000	0.302000	0.124969	486	0.300412	0.000023	514	0.303502	0.302000	0.257004	
1000	0.264000	0.124969	492	0.243902	0.000023	508	0.283465	0.264000	0.257043	
1000	0.286000	0.124969	464	0.209052	0.000023	536	0.352612	0.286000	0.257205	
1000	0.287000	0.124969	463	0.280778	0.000023	537	0.292365	0.287000	0.257371	
1000	0.283000	0.124969	500	0.232000	0.000023	500	0.334000	0.283000	0.257512	
1000	0.284000	0.124969	510	0.245098	0.000023	490	0.324490	0.284000	0.257658	
1000	0.306000	0.124969	511	0.293542	0.000023	489	0.319018	0.306000	0.257922	
1000	0.301000	0.124969	494	0.295547	0.000023	506	0.306324	0.301000	0.258156	
1000	0.284000	0.124969	483	0.269151	0.000023	517	0.297872	0.284000	0.258296	
1000	0.292000	0.124969	511	0.264188	0.000023	489	0.321063	0.292000	0.258477	
1000	0.278000	0.124969	494	0.248988	0.000023	506	0.306324	0.278000	0.258582	
1000	0.294000	0.124969	505	0.281188	0.000023	495	0.307071	0.294000	0.258770	
1000	0.301000	0.124969	480	0.266667	0.000023	520	0.332692	0.301000	0.258993	
1000	0.286000	0.124969	519	0.244701	0.000023	481	0.330561	0.286000	0.259135	
1000	0.269000	0.124969	507	0.232742	0.000023	493	0.306288	0.269000	0.259187	
1000	0.286000	0.124969	497	0.261569	0.000023	503	0.310139	0.286000	0.259327	
1000	0.289000	0.124969	503	0.262425	0.000023	497	0.315895	0.289000	0.259481	
1000	0.322000	0.124969	490	0.279592	0.000023	510	0.362745	0.322000	0.259803	
1000	0.310000	0.124969	521	0.291747	0.000023	479	0.329854	0.310000	0.260060	
1000	0.305000	0.124969	493	0.275862	0.000023	507	0.333333	0.305000	0.260289	
1000	0.297000	0.124969	498	0.275100	0.000023	502	0.318725	0.297000	0.260476	
1000	0.277000	0.124969	514	0.249027	0.000023	486	0.306584	0.277000	0.260559	
1000	0.267000	0.124969	509	0.225933	0.000023	491	0.309572	0.267000	0.260592	
1000	0.313000	0.124969	503	0.292247	0.000023	497	0.334004	0.313000	0.260854	
1000	0.277000	0.124969	540	0.255556	0.000023	460	0.302174	0.277000	0.260934	
1000	0.330000	0.124969	496	0.292339	0.000023	504	0.367063	0.330000	0.261276	
1000	0.293000	0.124969	528	0.267045	0.000023	472	0.322034	0.293000	0.261432	
1000	0.287000	0.124969	513	0.257310	0.000023	487	0.318275	0.287000	0.261558	
1000	0.285000	0.124969	550	0.272727	0.000023	450	0.300000	0.285000	0.261672	
1000	0.268000	0.124969	485	0.259794	0.000023	515	0.275728	0.268000	0.261703	
1000	0.310000	0.124969	460	0.300000	0.000023	540	0.318519	0.310000	0.261936	
1000	0.299000	0.124969	526	0.250951	0.000023	474	0.352321	0.299000	0.262114	
1000	0.277000	0.124969	494	0.271255	0.000023	506	0.282609	0.277000	0.262185	
1000	0.287000	0.124969	508	0.255906	0.000023	492	0.319106	0.287000	0.262304	
1000	0.260000	0.124969	506	0.258893	0.000023	494	0.261134	0.260000	0.262293	
1000	0.274000	0.124969	533	0.266417	0.000023	467	0.282655	0.274000	0.262348	
1000	0.306000	0.124969	494	0.297571	0.000023	506	0.314229	0.306000	0.262553	
1000	0.279000	0.124969	475	0.248421	0.000023	525	0.306667	0.279000	0.262630	
1000	0.286000	0.124969	510	0.243137	0.000023	490	0.330612	0.286000	0.262738	
1000	0.302000	0.124969	496	0.270161	0.000023	504	0.333333	0.302000	0.262920	
1000	0.276000	0.124969	491	0.264766	0.000023	509	0.286837	0.276000	0.262980	
1000	0.287000	0.124969	499	0.248497	0.000023	501	0.325349	0.287000	0.263091	
1000	0.297000	0.124969	490	0.275510	0.000023	510	0.317647	0.297000	0.263245	
1000	0.309000	0.124969	516	0.261628	0.000023	484	0.359504	0.309000	0.263453	
1000	0.294000	0.124969	479	0.277662	0.000023	521	0.309021	0.294000	0.263592	
1000	0.282000	0.124969	524	0.236641	0.000023	476	0.331933	0.282000	0.263674	
1000	0.288000	0.124969	504	0.289683	0.000023	496	0.286290	0.288000	0.263784	
1000	0.299000	0.124969	490	0.275510	0.000023	510	0.321569	0.299000	0.263941	
1000	0.282000	0.124969	498	0.259036	0.000023	502	0.304781	0.282000	0.264021	
1000	0.291000	0.124969	480	0.254167	0.000023	520	0.325000	0.291000	0.264140	
1000	0.266000	0.124969	477	0.224319	0.000023	523	0.304015	0.266000	0.264149	
1000	0.264000	0.124969	492	0.266260	0.000023	508	0.261811	0.264000	0.264148	
1000	0.305000	0.124969	479	0.271399	0.000023	521	0.335893	0.305000	0.264326	
1000	0.279000	0.124969	536	0.279851	0.000023	464	0.278017	0.279000	0.264390	
1000	0.272000	0.124969	511	0.228963	0.000023	489	0.316973	0.272000	0.264423	
1000	0.293000	0.124969	512	0.263672	0.000023	488	0.323770	0.293000	0.264546	
1000	0.249000	0.124969	486	0.232510	0.000023	514	0.264591	0.249000	0.264480	
1000	0.318000	0.124969	480	0.264583	0.000023	520	0.367308	0.318000	0.264708	
1000	0.288000	0.124969	498	0.263052	0.000023	502	0.312749	0.288000	0.264807	
1000	0.272000	0.124969	518	0.250965	0.000023	482	0.294606	0.272000	0.264838	
1000	0.288000	0.124969	513	0.259259	0.000023	487	0.318275	0.288000	0.264936	
1000	0.278000	0.124969	498	0.263052	0.000023	502	0.292829	0.278000	0.264990	
1000	0.294000	0.124969	522	0.260536	0.000023	478	0.330544	0.294000	0.265112	
1000	0.310000	0.124969	511	0.262231	0.000023	489	0.359918	0.310000	0.265299	
1000	0.296000	0.124969	497	0.259557	0.000023	503	0.332008	0.296000	0.265426	
1000	0.313000	0.124969	487	0.291581	0.000023	513	0.333333	0.313000	0.265623	
1000	0.303000	0.124969	490	0.265306	0.000023	510	0.339216	0.303000	0.265777	
1000	0.268000	0.124969	496	0.239919	0.000023	504	0.295635	0.268000	0.265786	
1000	0.282000	0.124969	498	0.267068	0.000023	502	0.296813	0.282000	0.265852	
1000	0.310000	0.124969	490	0.267347	0.000023	510	0.350980	0.310000	0.266031	
1000	0.275000	0.124969	500	0.222000	0.000023	500	0.328000	0.275000	0.266068	
1000	0.327000	0.124969	482	0.290456	0.000023	518	0.361004	0.327000	0.266313	
1000	0.301000	0.124969	441	0.249433	0.000023	559	0.341682	0.301000	0.266453	
1000	0.312000	0.124969	500	0.270000	0.000023	500	0.354000	0.312000	0.266635	
1000	0.284000	0.124969	497	0.265594	0.000023	503	0.302187	0.284000	0.266704	
1000	0.293000	0.124969	501	0.261477	0.000023	499	0.324649	0.293000	0.266808	
1000	0.286000	0.124969	473	0.228330	0.000023	527	0.337761	0.286000	0.266884	
1000	0.288000	0.124969	516	0.271318	0.000023	484	0.305785	0.288000	0.266967	
1000	0.268000	0.124969	504	0.230159	0.000023	496	0.306452	0.268000	0.266972	
1000	0.268000	0.124969	505	0.247525	0.000023	495	0.288889	0.268000	0.266976	
1000	0.308000	0.124969	520	0.267308	0.000023	480	0.352083	0.308000	0.267135	
1000	0.297000	0.124969	467	0.267666	0.000023	533	0.322702	0.297000	0.267251	
1000	0.292000	0.124969	499	0.252505	0.000023	501	0.331337	0.292000	0.267346	
1000	0.288000	0.124969	528	0.278409	0.000023	472	0.298729	0.288000	0.267426	
1000	0.309000	0.124969	494	0.297571	0.000023	506	0.320158	0.309000	0.267585	
1000	0.319000	0.124969	474	0.278481	0.000023	526	0.355513	0.319000	0.267781	
1000	0.302000	0.124969	527	0.225806	0.000023	473	0.386892	0.302000	0.267912	
1000	0.265000	0.124969	476	0.287815	0.000023	524	0.244275	0.265000	0.267901	
1000	0.298000	0.124969	499	0.292585	0.000023	501	0.303393	0.298000	0.268014	
1000	0.314000	0.124969	499	0.262525	0.000023	501	0.365269	0.314000	0.268187	
1000	0.304000	0.124969	510	0.256863	0.000023	490	0.353061	0.304000	0.268321	
1000	0.268000	0.124969	522	0.229885	0.000023	478	0.309623	0.268000	0.268320	
1000	0.299000	0.124969	484	0.247934	0.000023	516	0.346899	0.299000	0.268434	
1000	0.286000	0.124969	497	0.255533	0.000023	503	0.316103	0.286000	0.268499	
1000	0.290000	0.124969	481	0.278586	0.000023	519	0.300578	0.290000	0.268578	
1000	0.295000	0.124969	491	0.281059	0.000023	509	0.308448	0.295000	0.268675	
1000	0.281000	0.124969	518	0.256757	0.000023	482	0.307054	0.281000	0.268721	
1000	0.311000	0.124969	502	0.312749	0.000023	498	0.309237	0.311000	0.268875	
1000	0.290000	0.124969	503	0.248509	0.000023	497	0.331992	0.290000	0.268952	
1000	0.299000	0.124969	486	0.283951	0.000023	514	0.313230	0.299000	0.269061	
1000	0.294000	0.124969	498	0.271084	0.000023	502	0.316733	0.294000	0.269151	
1000	0.313000	0.124969	494	0.269231	0.000023	506	0.355731	0.313000	0.269308	
1000	0.291000	0.124969	456	0.254386	0.000023	544	0.321691	0.291000	0.269386	
1000	0.302000	0.124969	510	0.262745	0.000023	490	0.342857	0.302000	0.269503	
1000	0.288000	0.124969	483	0.248447	0.000023	517	0.324952	0.288000	0.269568	
1000	0.316000	0.124969	457	0.288840	0.000023	543	0.338858	0.316000	0.269733	
1000	0.300000	0.124969	522	0.264368	0.000023	478	0.338912	0.300000	0.269840	
1000	0.277000	0.124969	514	0.223735	0.000023	486	0.333333	0.277000	0.269865	
1000	0.319000	0.124969	509	0.314342	0.000023	491	0.323829	0.319000	0.270038	
1000	0.300000	0.124969	522	0.272031	0.000023	478	0.330544	0.300000	0.270142	
1000	0.274000	0.124969	510	0.249020	0.000023	490	0.300000	0.274000	0.270156	
1000	0.231000	0.124969	470	0.217021	0.000023	530	0.243396	0.231000	0.270020	
1000	0.290000	0.124969	506	0.282609	0.000023	494	0.297571	0.290000	0.270089	
1000	0.267000	0.124969	500	0.264000	0.000023	500	0.270000	0.267000	0.270078	
1000	0.320000	0.124969	496	0.276210	0.000023	504	0.363095	0.320000	0.270250	
1000	0.301000	0.124969	478	0.278243	0.000023	522	0.321839	0.301000	0.270355	
1000	0.270000	0.124969	516	0.250000	0.000023	484	0.291322	0.270000	0.270354	
1000	0.270000	0.124969	495	0.230303	0.000023	505	0.308911	0.270000	0.270353	
1000	0.300000	0.124969	511	0.283757	0.000023	489	0.316973	0.300000	0.270453	
1000	0.296000	0.124969	503	0.252485	0.000023	497	0.340040	0.296000	0.270540	
1000	0.312000	0.124969	497	0.263581	0.000023	503	0.359841	0.312000	0.270679	
1000	0.289000	0.124969	483	0.265010	0.000023	517	0.311412	0.289000	0.270741	
1000	0.320000	0.124969	530	0.288679	0.000023	470	0.355319	0.320000	0.270905	
1000	0.281000	0.124969	465	0.270968	0.000023	535	0.289720	0.281000	0.270939	
1000	0.279000	0.124969	534	0.237828	0.000023	466	0.326180	0.279000	0.270966	
1000	0.301000	0.124969	508	0.287402	0.000023	492	0.315041	0.301000	0.271065	
1000	0.295000	0.124969	515	0.283495	0.000023	485	0.307216	0.295000	0.271144	
1000	0.289000	0.124969	487	0.242300	0.000023	513	0.333333	0.289000	0.271203	
1000	0.289000	0.124969	489	0.218814	0.000023	511	0.356164	0.289000	0.271261	
1000	0.291000	0.124969	480	0.281250	0.000023	520	0.300000	0.291000	0.271326	
1000	0.288000	0.124969	524	0.251908	0.000023	476	0.327731	0.288000	0.271380	
1000	0.319000	0.124969	519	0.325626	0.000023	481	0.311850	0.319000	0.271535	
1000	0.292000	0.124969	498	0.259036	0.000023	502	0.324701	0.292000	0.271601	
1000	0.290000	0.124969	458	0.272926	0.000023	542	0.304428	0.290000	0.271660	
1000	0.284000	0.124969	509	0.282908	0.000023	491	0.285132	0.284000	0.271700	
1000	0.274000	0.124969	517	0.251451	0.000023	483	0.298137	0.274000	0.271707	
1000	0.282000	0.124969	493	0.269777	0.000023	507	0.293886	0.282000	0.271740	
1000	0.315000	0.124969	483	0.277433	0.000023	517	0.350097	0.315000	0.271878	
1000	0.315000	0.124969	488	0.301230	0.000023	512	0.328125	0.315000	0.272015	
1000	0.275000	0.124969	502	0.249004	0.000023	498	0.301205	0.275000	0.272024	
1000	0.312000	0.124969	503	0.260437	0.000023	497	0.364185	0.312000	0.272151	
1000	0.258000	0.124969	493	0.235294	0.000023	507	0.280079	0.258000	0.272106	
1000	0.308000	0.124969	482	0.269710	0.000023	518	0.343629	0.308000	0.272219	
1000	0.285000	0.124969	495	0.244444	0.000023	505	0.324752	0.285000	0.272259	
1000	0.316000	0.124969	509	0.284872	0.000023	491	0.348269	0.316000	0.272395	
1000	0.330000	0.124969	483	0.283644	0.000023	517	0.373308	0.330000	0.272574	
1000	0.303000	0.124969	496	0.292339	0.000023	504	0.313492	0.303000	0.272668	
1000	0.310000	0.124969	477	0.289308	0.000023	523	0.328872	0.310000	0.272783	
1000	0.294000	0.124969	490	0.269388	0.000023	510	0.317647	0.294000	0.272848	
1000	0.285000	0.124969	486	0.261317	0.000023	514	0.307393	0.285000	0.272886	
1000	0.283000	0.124969	501	0.269461	0.000023	499	0.296593	0.283000	0.272917	
1000	0.292000	0.124969	507	0.260355	0.000023	493	0.324544	0.292000	0.272975	
1000	0.309000	0.124969	515	0.289320	0.000023	485	0.329897	0.309000	0.273084	
1000	0.298000	0.124969	501	0.267465	0.000023	499	0.328657	0.298000	0.273160	
1000	0.267000	0.124969	504	0.246032	0.000023	496	0.288306	0.267000	0.273141	
1000	0.311000	0.124969	470	0.240426	0.000023	530	0.373585	0.311000	0.273255	
1000	0.300000	0.124969	471	0.246285	0.000023	529	0.347826	0.300000	0.273336	
1000	0.320000	0.124969	500	0.306000	0.000023	500	0.334000	0.320000	0.273475	
1000	0.290000	0.124969	493	0.277890	0.000023	507	0.301775	0.290000	0.273525	
1000	0.264000	0.124969	487	0.225873	0.000023	513	0.300195	0.264000	0.273496	
1000	0.283000	0.124969	478	0.276151	0.000023	522	0.289272	0.283000	0.273524	
1000	0.270000	0.124969	462	0.244589	0.000023	538	0.291822	0.270000	0.273514	
1000	0.304000	0.124969	501	0.289421	0.000023	499	0.318637	0.304000	0.273604	
1000	0.284000	0.124969	492	0.250000	0.000023	508	0.316929	0.284000	0.273634	
1000	0.273000	0.124969	466	0.218884	0.000023	534	0.320225	0.273000	0.273633	
1000	0.293000	0.124969	477	0.272537	0.000023	523	0.311663	0.293000	0.273689	
1000	0.284000	0.124969	511	0.252446	0.000023	489	0.316973	0.284000	0.273719	
1000	0.300000	0.124969	486	0.273663	0.000023	514	0.324903	0.300000	0.273796	
1000	0.277000	0.124969	485	0.247423	0.000023	515	0.304854	0.277000	0.273805	
1000	0.268000	0.124969	502	0.213147	0.000023	498	0.323293	0.268000	0.273788	
1000	0.296000	0.124969	514	0.258755	0.000023	486	0.335391	0.296000	0.273852	
1000	0.290000	0.124969	500	0.236000	0.000023	500	0.344000	0.290000	0.273899	
1000	0.272000	0.124969	488	0.227459	0.000023	512	0.314453	0.272000	0.273893	
1000	0.292000	0.124969	474	0.255274	0.000023	526	0.325095	0.292000	0.273945	
1000	0.282000	0.124969	516	0.253876	0.000023	484	0.311983	0.282000	0.273968	
1000	0.310000	0.124969	525	0.287619	0.000023	475	0.334737	0.310000	0.274070	
1000	0.302000	0.124969	503	0.306163	0.000023	497	0.297787	0.302000	0.274149	
1000	0.295000	0.124969	500	0.264000	0.000023	500	0.326000	0.295000	0.274208	
1000	0.274000	0.124969	529	0.274102	0.000023	471	0.273885	0.274000	0.274208	
1000	0.277000	0.124969	522	0.270115	0.000023	478	0.284519	0.277000	0.274216	
1000	0.280000	0.124969	516	0.248062	0.000023	484	0.314050	0.280000	0.274232	
1000	0.291000	0.124969	505	0.273267	0.000023	495	0.309091	0.291000	0.274279	
1000	0.276000	0.124969	506	0.225296	0.000023	494	0.327935	0.276000	0.274283	
1000	0.300000	0.124969	484	0.278926	0.000023	516	0.319767	0.300000	0.274355	
1000	0.251000	0.124969	527	0.208729	0.000023	473	0.298097	0.251000	0.274290	
1000	0.308000	0.124969	546	0.285714	0.000023	454	0.334802	0.308000	0.274383	
1000	0.303000	0.124969	497	0.273642	0.000023	503	0.332008	0.303000	0.274462	
1000	0.313000	0.124969	487	0.303901	0.000023	513	0.321637	0.313000	0.274568	
1000	0.268000	0.124969	503	0.260437	0.000023	497	0.275654	0.268000	0.274550	
1000	0.279000	0.124969	510	0.249020	0.000023	490	0.310204	0.279000	0.274562	
1000	0.288000	0.124969	454	0.253304	0.000023	546	0.316850	0.288000	0.274599	
1000	0.289000	0.124969	496	0.282258	0.000023	504	0.295635	0.289000	0.274638	
1000	0.249000	0.124969	485	0.243299	0.000023	515	0.254369	0.249000	0.274568	
